282.062	6.806556E-2	
281.914	6.804763E-2	
281.775	6.802679E-2	
281.629	6.800593E-2	
281.492	6.798468E-2	
281.349	6.797049E-2	
281.212	6.794250E-2	
281.065	6.793026E-2	
280.930	6.790046E-2	
280.787	6.788429E-2	
280.653	6.786556E-2	
280.508	6.783716E-2	
280.362	6.781667E-2	
280.226	6.780928E-2	
280.062	6.778591E-2	
279.872	6.775843E-2	
279.625	6.772427E-2	
279.356	6.770783E-2	
279.041	6.767333E-2	
278.722	6.763180E-2	
278.368	6.759135E-2	
278.027	6.754187E-2	
277.652	6.750571E-2	
277.263	6.744612E-2	
276.892	6.743547E-2	
276.490	6.736472E-2	
276.116	6.730336E-2	
275.717	6.725585E-2	
275.347	6.722058E-2	
274.943	6.717201E-2	
274.572	6.709415E-2	
274.179	6.707869E-2	
273.821	6.704524E-2	
273.430	6.697842E-2	
273.038	6.695013E-2	
272.687	6.690954E-2	
272.317	6.686262E-2	
271.974	6.676198E-2	
271.612	6.678542E-2	
271.278	6.673080E-2	
270.919	6.668685E-2	
270.574	6.666147E-2	
270.207	6.661153E-2	
269.850	6.654304E-2	
269.515	6.651245E-2	
269.154	6.647954E-2	
268.825	6.644147E-2	
268.475	6.633471E-2	
268.147	6.629123E-2	
267.791	6.632429E-2	
267.471	6.623494E-2	
267.131	6.621379E-2	
266.813	6.617636E-2	
266.476	6.612250E-2	
266.140	6.608789E-2	
265.829	6.603431E-2	
265.500	6.600479E-2	
265.190	6.596810E-2	
264.857	6.591841E-2	
264.545	6.587345E-2	
264.208	6.583098E-2	
263.895	6.579866E-2	
263.563	6.577469E-2	
263.264	6.570261E-2	
262.941	6.567647E-2	
262.624	6.565981E-2	
262.333	6.561551E-2	
262.024	6.555042E-2	
261.737	6.555823E-2	
261.428	6.548774E-2	
261.149	6.539977E-2	
260.848	6.539434E-2	
260.564	6.538142E-2	
260.264	6.532733E-2	
259.989	6.526443E-2	
259.690	6.524128E-2	
259.391	6.521396E-2	
259.107	6.519844E-2	
258.810	6.515208E-2	
258.537	6.511792E-2	
258.242	6.507289E-2	
257.967	6.500174E-2	
257.664	6.502629E-2	
257.385	6.494584E-2	
257.093	6.492320E-2	
256.813	6.486987E-2	
256.520	6.484897E-2	
256.244	6.481014E-2	
255.982	6.480965E-2	
255.703	6.475934E-2	
255.439	6.469370E-2	
255.160	6.466204E-2	
254.906	6.464058E-2	
254.632	6.462509E-2	
254.374	6.457806E-2	
254.101	6.454315E-2	
253.849	6.448070E-2	
253.579	6.446520E-2	
253.312	6.441863E-2	
253.065	6.441160E-2	
252.793	6.436688E-2	
252.544	6.431502E-2	
252.271	6.429860E-2	
252.016	6.425896E-2	
251.748	6.421268E-2	
251.502	6.418728E-2	
251.242	6.417540E-2	
251.003	6.412988E-2	
250.747	6.410144E-2	
250.500	6.407743E-2	
250.271	6.402063E-2	
250.027	6.401560E-2	
249.798	6.396162E-2	
249.550	6.392150E-2	
249.312	6.390183E-2	
249.063	6.388132E-2	
248.838	6.383837E-2	
248.589	6.378885E-2	
248.339	6.377463E-2	
248.113	6.373424E-2	
247.866	6.370263E-2	
247.638	6.365661E-2	
