259.956	0.22393
259.724	0.22385
259.475	0.22377
259.242	0.22366
258.99	0.22356
258.738	0.22348
258.501	0.22338
258.265	0.22327
258.014	0.22316
257.764	0.22307
257.53	0.22297
257.278	0.22289
257.047	0.2228
256.797	0.2227
256.568	0.22261
256.327	0.22252
256.106	0.22242
255.869	0.22234
255.643	0.22225
255.399	0.22214
255.157	0.22208
254.934	0.222
254.699	0.2219
254.485	0.22181
254.253	0.22173
254.042	0.22162
253.811	0.22154
253.596	0.22145
253.363	0.22135
253.141	0.22129
252.902	0.22119
252.663	0.22111
252.435	0.22102
252.188	0.22093
251.957	0.22085
251.709	0.22078
251.477	0.22069
251.229	0.2206
250.999	0.22052
250.749	0.22044
250.501	0.22034
250.278	0.22025
250.04	0.22017
249.819	0.22011
249.584	0.22004
249.367	0.21993
249.132	0.21986
248.912	0.21977
248.679	0.21971
248.459	0.21962
248.227	0.21953
247.993	0.21945
247.775	0.21938
247.544	0.21933
247.328	0.21922
247.098	0.21916
246.885	0.21906
246.66	0.21901
246.45	0.21893
246.227	0.21885
246.022	0.21876
245.801	0.21869
245.582	0.21861
245.382	0.21855
245.165	0.21846
244.965	0.21839
244.75	0.21832
244.551	0.21825
244.337	0.21817
244.139	0.21811
243.928	0.21802
243.73	0.21796
243.517	0.21789
243.305	0.21782
243.108	0.21775
242.898	0.21767
242.708	0.21761
242.502	0.21754
242.314	0.21746
242.107	0.21737
241.918	0.21731
241.712	0.21725
241.522	0.21718
241.319	0.21713
241.116	0.21705
240.929	0.21696
240.728	0.21691
240.541	0.21685
240.345	0.21675
240.158	0.21671
239.955	0.21664
239.767	0.21657
239.568	0.21651
239.386	0.21644
239.191	0.21636
239.004	0.21632
238.826	0.21625
238.638	0.21619
238.465	0.21612
238.277	0.21606
238.101	0.21599
237.914	0.21593
237.733	0.21587
237.543	0.21579
237.367	0.21573
237.184	0.21568
237	0.21562
236.829	0.21554
236.645	0.21547
236.477	0.21541
236.298	0.21536
236.13	0.2153
235.952	0.21523
235.786	0.21518
235.609	0.21512
235.446	0.21505
235.27	0.215
235.096	0.21493
234.931	0.21487
234.757	0.21482
234.594	0.21476
234.42	0.21469
234.258	0.21463
234.079	0.21458
233.918	0.21453
233.747	0.21447
233.588	0.21441
233.418	0.21435
233.25	0.21429
233.096	0.21423
232.932	0.21417
232.779	0.21411
232.615	0.21406
232.46	0.214
232.292	0.21395
232.139	0.21389
231.975	0.21383
231.823	0.21378
231.661	0.21374
231.5	0.21367
231.35	0.21362
231.187	0.21357
231.034	0.21351
230.871	0.21346
230.721	0.2134
230.561	0.21335
230.415	0.21329
230.259	0.21324
230.102	0.21319
229.954	0.21314
229.796	0.21309
229.646	0.21303
229.488	0.21298
229.337	0.21293
229.177	0.21288
229.034	0.21282
228.881	0.21277
228.737	0.21272
228.581	0.21266
228.44	0.21262
228.291	0.21255
228.143	0.21252
228.004	0.21247
227.856	0.21241
227.72	0.21236
227.576	0.2123
227.437	0.21226
227.288	0.21221
227.151	0.21216
227.004	0.2121
226.869	0.21207
226.726	0.21202
226.583	0.21197
226.45	0.21192
226.309	0.21187
226.175	0.21181
226.033	0.21179
225.898	0.21173
225.756	0.21167
225.623	0.21163
225.482	0.21158
225.339	0.21154
225.206	0.21149
225.065	0.21144
224.928	0.21139
224.78	0.21134
224.647	0.21131
224.504	0.21126
224.374	0.21121
224.237	0.21116
224.109	0.21112
223.972	0.21107
223.837	0.21103
223.712	0.21099
223.579	0.21093
223.452	0.2109
223.318	0.21086
223.195	0.21081
223.059	0.21076
222.934	0.21072
222.804	0.21068
222.673	0.21063
222.55	0.21058
222.417	0.21055
222.296	0.21051
222.166	0.21046
222.043	0.21041
221.916	0.21038
221.796	0.21033
221.668	0.2103
221.552	0.21025
221.426	0.2102
221.302	0.21016
221.183	0.21012
221.055	0.21008
220.937	0.21004
220.81	0.21
220.691	0.20996
220.566	0.20992
220.45	0.20989
220.325	0.20983
220.21	0.20979
220.087	0.20976
219.966	0.20971
219.854	0.20968
219.732	0.20964
219.617	0.20959
219.499	0.20955
219.386	0.20951
219.266	0.20947
219.154	0.20943
219.036	0.20938
218.916	0.20934
218.806	0.20932
218.686	0.20927
218.573	0.20923
218.453	0.20919
218.335	0.20915
218.21	0.20911
218.1	0.20908
217.987	0.20904
217.869	0.209
217.763	0.20896
217.65	0.20892
217.545	0.20888
217.433	0.20885
217.327	0.20882
217.214	0.20878
217.11	0.20874
217	0.20871
216.9	0.20866
216.788	0.20863
216.678	0.20859
216.577	0.20856
216.469	0.20852
216.369	0.20848
216.26	0.20844
216.158	0.20841
216.051	0.20837
215.948	0.20833
215.841	0.2083
215.732	0.20826
215.613	0.20823
215.497	0.20819
215.39	0.20816
215.281	0.20812
215.179	0.20808
215.072	0.20805
214.974	0.20802
214.87	0.20798
214.773	0.20795
214.671	0.20791
214.567	0.20788
214.468	0.20784
214.365	0.20781
214.266	0.20777
214.164	0.20774
214.069	0.2077
213.969	0.20768
213.873	0.20765
213.772	0.20761
213.67	0.20757
213.577	0.20754
213.477	0.20751
213.384	0.20747
213.287	0.20744
213.195	0.20741
213.096	0.20738
213.004	0.20735
212.906	0.20731
212.811	0.20729
212.711	0.20726
212.612	0.20722
212.518	0.20717
212.416	0.20715
212.322	0.20712
212.222	0.20709
212.129	0.20706
212.029	0.20702
211.935	0.20699
211.84	0.20696
211.747	0.20693
211.661	0.2069
211.569	0.20687
211.481	0.20684
211.388	0.20681
211.302	0.20677
211.209	0.20674
211.122	0.20671
211.027	0.20669
210.94	0.20665
210.847	0.20663
210.752	0.20659
210.665	0.20656
210.573	0.20652
210.483	0.2065
210.388	0.20647
210.301	0.20643
199.564	0.20641
202.106	0.20638
204.111	0.20635
205.484	0.20633
206.559	0.2063
207.33	0.20627
207.844	0.20624
208.233	0.2062
208.482	0.20618
208.659	0.20615
208.762	0.20613
208.823	0.20609
208.844	0.20606
208.836	0.20603
208.806	0.206
208.763	0.20599
208.706	0.20595
208.645	0.20592
208.571	0.20589
208.499	0.20586
208.421	0.20585
208.347	0.20581
208.264	0.20579
208.188	0.20576
208.107	0.20573
208.026	0.2057
207.95	0.20567
207.867	0.20564
207.791	0.20561
207.707	0.20559
207.629	0.20556
207.545	0.20554
207.459	0.20551
207.378	0.20547
207.295	0.20545
207.218	0.20543
207.137	0.2054
207.063	0.20538
206.983	0.20535
206.909	0.20533
206.828	0.2053
206.753	0.20527
206.672	0.20525
206.592	0.20522
206.518	0.20521
206.438	0.20516
206.363	0.20514
206.283	0.20512
206.208	0.20509
206.129	0.20507
206.051	0.20504
205.975	0.20501
205.896	0.205
205.81	0.20497
205.729	0.20494
205.657	0.20492
205.579	0.20488
205.503	0.20486
205.422	0.20484
205.349	0.20481
205.271	0.2048
205.201	0.20476
205.128	0.20474
205.057	0.20472
204.982	0.2047
204.908	0.20466
204.841	0.20463
204.768	0.20462
204.7	0.2046
204.63	0.20457
204.564	0.20455
204.493	0.20452
204.423	0.2045
204.35	0.20447
204.282	0.20445
204.212	0.20442
204.142	0.20441
204.078	0.20439
204.009	0.20435
203.944	0.20434
203.874	0.2043
203.807	0.20429
203.734	0.20427
203.662	0.20424
